zpid,bedrooms,bathrooms,homeType,yearBuilt,split,filename,image_index,image_path
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_151.jpg,18,data/images/props/1009937_151.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_159.jpg,19,data/images/props/1009937_159.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_167.jpg,20,data/images/props/1009937_167.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_175.jpg,21,data/images/props/1009937_175.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_183.jpg,22,data/images/props/1009937_183.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_191.jpg,23,data/images/props/1009937_191.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_199.jpg,24,data/images/props/1009937_199.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_207.jpg,25,data/images/props/1009937_207.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_215.jpg,26,data/images/props/1009937_215.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_223.jpg,27,data/images/props/1009937_223.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_231.jpg,28,data/images/props/1009937_231.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_239.jpg,29,data/images/props/1009937_239.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_247.jpg,30,data/images/props/1009937_247.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_255.jpg,31,data/images/props/1009937_255.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_263.jpg,32,data/images/props/1009937_263.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_271.jpg,33,data/images/props/1009937_271.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_279.jpg,34,data/images/props/1009937_279.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_287.jpg,35,data/images/props/1009937_287.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_295.jpg,36,data/images/props/1009937_295.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_303.jpg,37,data/images/props/1009937_303.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_311.jpg,38,data/images/props/1009937_311.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_319.jpg,39,data/images/props/1009937_319.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_327.jpg,40,data/images/props/1009937_327.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_335.jpg,41,data/images/props/1009937_335.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_343.jpg,42,data/images/props/1009937_343.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_351.jpg,43,data/images/props/1009937_351.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_359.jpg,44,data/images/props/1009937_359.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_367.jpg,45,data/images/props/1009937_367.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_375.jpg,46,data/images/props/1009937_375.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_383.jpg,47,data/images/props/1009937_383.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_391.jpg,48,data/images/props/1009937_391.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_399.jpg,49,data/images/props/1009937_399.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_407.jpg,50,data/images/props/1009937_407.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_415.jpg,51,data/images/props/1009937_415.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_423.jpg,52,data/images/props/1009937_423.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_431.jpg,53,data/images/props/1009937_431.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_439.jpg,54,data/images/props/1009937_439.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_447.jpg,55,data/images/props/1009937_447.jpg
1009937,2.0,2.0,APARTMENT,1977.0,train,1009937_455.jpg,56,data/images/props/1009937_455.jpg
1003854,2.0,2.0,CONDO,1981.0,train,1003854_007.jpg,0,data/images/props/1003854_007.jpg
1015847,2.0,2.0,CONDO,1971.0,train,1015847_007.jpg,0,data/images/props/1015847_007.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_007.jpg,0,data/images/props/1016572_007.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_015.jpg,1,data/images/props/1016572_015.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_023.jpg,2,data/images/props/1016572_023.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_031.jpg,3,data/images/props/1016572_031.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_039.jpg,4,data/images/props/1016572_039.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_047.jpg,5,data/images/props/1016572_047.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_055.jpg,6,data/images/props/1016572_055.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_063.jpg,7,data/images/props/1016572_063.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_071.jpg,8,data/images/props/1016572_071.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_079.jpg,9,data/images/props/1016572_079.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_087.jpg,10,data/images/props/1016572_087.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_095.jpg,11,data/images/props/1016572_095.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_103.jpg,12,data/images/props/1016572_103.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_111.jpg,13,data/images/props/1016572_111.jpg
1016572,2.0,1.0,SINGLE_FAMILY,1960.0,train,1016572_119.jpg,14,data/images/props/1016572_119.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_007.jpg,0,data/images/props/1004566_007.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_015.jpg,1,data/images/props/1004566_015.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_023.jpg,2,data/images/props/1004566_023.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_031.jpg,3,data/images/props/1004566_031.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_039.jpg,4,data/images/props/1004566_039.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_047.jpg,5,data/images/props/1004566_047.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_055.jpg,6,data/images/props/1004566_055.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_063.jpg,7,data/images/props/1004566_063.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_071.jpg,8,data/images/props/1004566_071.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_079.jpg,9,data/images/props/1004566_079.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_087.jpg,10,data/images/props/1004566_087.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_095.jpg,11,data/images/props/1004566_095.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_103.jpg,12,data/images/props/1004566_103.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_111.jpg,13,data/images/props/1004566_111.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_119.jpg,14,data/images/props/1004566_119.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_127.jpg,15,data/images/props/1004566_127.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_135.jpg,16,data/images/props/1004566_135.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_143.jpg,17,data/images/props/1004566_143.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_151.jpg,18,data/images/props/1004566_151.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_159.jpg,19,data/images/props/1004566_159.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_167.jpg,20,data/images/props/1004566_167.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_175.jpg,21,data/images/props/1004566_175.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_183.jpg,22,data/images/props/1004566_183.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_191.jpg,23,data/images/props/1004566_191.jpg
1004566,4.0,2.0,SINGLE_FAMILY,1979.0,train,1004566_199.jpg,24,data/images/props/1004566_199.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_007.jpg,0,data/images/props/1001662_007.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_015.jpg,1,data/images/props/1001662_015.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_023.jpg,2,data/images/props/1001662_023.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_031.jpg,3,data/images/props/1001662_031.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_039.jpg,4,data/images/props/1001662_039.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_047.jpg,5,data/images/props/1001662_047.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_055.jpg,6,data/images/props/1001662_055.jpg
1001662,4.0,2.0,TOWNHOUSE,2004.0,train,1001662_063.jpg,7,data/images/props/1001662_063.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_007.jpg,0,data/images/props/1012423_007.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_015.jpg,1,data/images/props/1012423_015.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_023.jpg,2,data/images/props/1012423_023.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_031.jpg,3,data/images/props/1012423_031.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_039.jpg,4,data/images/props/1012423_039.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_047.jpg,5,data/images/props/1012423_047.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_055.jpg,6,data/images/props/1012423_055.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_063.jpg,7,data/images/props/1012423_063.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_071.jpg,8,data/images/props/1012423_071.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_079.jpg,9,data/images/props/1012423_079.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_087.jpg,10,data/images/props/1012423_087.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_095.jpg,11,data/images/props/1012423_095.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_103.jpg,12,data/images/props/1012423_103.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_111.jpg,13,data/images/props/1012423_111.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_119.jpg,14,data/images/props/1012423_119.jpg
1012423,2.0,1.0,SINGLE_FAMILY,1952.0,train,1012423_127.jpg,15,data/images/props/1012423_127.jpg
1004180,2.0,2.0,SINGLE_FAMILY,1943.0,train,1004180_007.jpg,0,data/images/props/1004180_007.jpg
1004180,2.0,2.0,SINGLE_FAMILY,1943.0,train,1004180_015.jpg,1,data/images/props/1004180_015.jpg
1004180,2.0,2.0,SINGLE_FAMILY,1943.0,train,1004180_023.jpg,2,data/images/props/1004180_023.jpg
1004180,2.0,2.0,SINGLE_FAMILY,1943.0,train,1004180_031.jpg,3,data/images/props/1004180_031.jpg
1000532,3.0,2.0,SINGLE_FAMILY,1958.0,train,1000532_007.jpg,0,data/images/props/1000532_007.jpg
1004040,3.0,2.0,SINGLE_FAMILY,1960.0,train,1004040_007.jpg,0,data/images/props/1004040_007.jpg
1009507,4.0,2.0,SINGLE_FAMILY,2009.0,train,1009507_007.jpg,0,data/images/props/1009507_007.jpg
1009507,4.0,2.0,SINGLE_FAMILY,2009.0,train,1009507_015.jpg,1,data/images/props/1009507_015.jpg
1009507,4.0,2.0,SINGLE_FAMILY,2009.0,train,1009507_023.jpg,2,data/images/props/1009507_023.jpg
1002658,1.0,1.0,MULTI_FAMILY,1951.0,train,1002658_007.jpg,0,data/images/props/1002658_007.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_007.jpg,0,data/images/props/1002481_007.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_015.jpg,1,data/images/props/1002481_015.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_023.jpg,2,data/images/props/1002481_023.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_031.jpg,3,data/images/props/1002481_031.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_039.jpg,4,data/images/props/1002481_039.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_047.jpg,5,data/images/props/1002481_047.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_055.jpg,6,data/images/props/1002481_055.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_063.jpg,7,data/images/props/1002481_063.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_071.jpg,8,data/images/props/1002481_071.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_079.jpg,9,data/images/props/1002481_079.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_087.jpg,10,data/images/props/1002481_087.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_095.jpg,11,data/images/props/1002481_095.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_103.jpg,12,data/images/props/1002481_103.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_111.jpg,13,data/images/props/1002481_111.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_119.jpg,14,data/images/props/1002481_119.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_127.jpg,15,data/images/props/1002481_127.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_135.jpg,16,data/images/props/1002481_135.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_143.jpg,17,data/images/props/1002481_143.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_151.jpg,18,data/images/props/1002481_151.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_159.jpg,19,data/images/props/1002481_159.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_167.jpg,20,data/images/props/1002481_167.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_175.jpg,21,data/images/props/1002481_175.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_183.jpg,22,data/images/props/1002481_183.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_191.jpg,23,data/images/props/1002481_191.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_199.jpg,24,data/images/props/1002481_199.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_207.jpg,25,data/images/props/1002481_207.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_215.jpg,26,data/images/props/1002481_215.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_223.jpg,27,data/images/props/1002481_223.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_231.jpg,28,data/images/props/1002481_231.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_239.jpg,29,data/images/props/1002481_239.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_247.jpg,30,data/images/props/1002481_247.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_255.jpg,31,data/images/props/1002481_255.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_263.jpg,32,data/images/props/1002481_263.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_271.jpg,33,data/images/props/1002481_271.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_279.jpg,34,data/images/props/1002481_279.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_287.jpg,35,data/images/props/1002481_287.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_295.jpg,36,data/images/props/1002481_295.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_303.jpg,37,data/images/props/1002481_303.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_311.jpg,38,data/images/props/1002481_311.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_319.jpg,39,data/images/props/1002481_319.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_327.jpg,40,data/images/props/1002481_327.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_335.jpg,41,data/images/props/1002481_335.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_343.jpg,42,data/images/props/1002481_343.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_351.jpg,43,data/images/props/1002481_351.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_359.jpg,44,data/images/props/1002481_359.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_367.jpg,45,data/images/props/1002481_367.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_375.jpg,46,data/images/props/1002481_375.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_383.jpg,47,data/images/props/1002481_383.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_391.jpg,48,data/images/props/1002481_391.jpg
1002481,4.0,3.0,SINGLE_FAMILY,1977.0,train,1002481_399.jpg,49,data/images/props/1002481_399.jpg
1012675,3.0,2.5,SINGLE_FAMILY,1988.0,train,1012675_007.jpg,0,data/images/props/1012675_007.jpg
1008450,4.0,2.0,SINGLE_FAMILY,1937.0,train,1008450_007.jpg,0,data/images/props/1008450_007.jpg
1006979,2.0,2.0,SINGLE_FAMILY,1955.0,train,1006979_007.jpg,7,data/images/props/1006979_007.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_007.jpg,0,data/images/props/1016717_007.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_015.jpg,1,data/images/props/1016717_015.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_023.jpg,2,data/images/props/1016717_023.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_031.jpg,3,data/images/props/1016717_031.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_039.jpg,4,data/images/props/1016717_039.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_047.jpg,5,data/images/props/1016717_047.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_055.jpg,6,data/images/props/1016717_055.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_063.jpg,7,data/images/props/1016717_063.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_071.jpg,8,data/images/props/1016717_071.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_079.jpg,9,data/images/props/1016717_079.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_087.jpg,10,data/images/props/1016717_087.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_095.jpg,11,data/images/props/1016717_095.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_103.jpg,12,data/images/props/1016717_103.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_111.jpg,13,data/images/props/1016717_111.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_119.jpg,14,data/images/props/1016717_119.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_127.jpg,15,data/images/props/1016717_127.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_135.jpg,16,data/images/props/1016717_135.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_143.jpg,17,data/images/props/1016717_143.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_151.jpg,18,data/images/props/1016717_151.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_159.jpg,19,data/images/props/1016717_159.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_167.jpg,20,data/images/props/1016717_167.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_175.jpg,21,data/images/props/1016717_175.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_183.jpg,22,data/images/props/1016717_183.jpg
1016717,3.0,2.0,CONDO,1974.0,train,1016717_191.jpg,23,data/images/props/1016717_191.jpg
1016875,2.0,2.0,SINGLE_FAMILY,1951.0,train,1016875_007.jpg,0,data/images/props/1016875_007.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_007.jpg,0,data/images/props/1010928_007.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_015.jpg,1,data/images/props/1010928_015.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_023.jpg,2,data/images/props/1010928_023.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_031.jpg,3,data/images/props/1010928_031.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_039.jpg,4,data/images/props/1010928_039.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_047.jpg,5,data/images/props/1010928_047.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_055.jpg,6,data/images/props/1010928_055.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_063.jpg,7,data/images/props/1010928_063.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_071.jpg,8,data/images/props/1010928_071.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_079.jpg,9,data/images/props/1010928_079.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_087.jpg,10,data/images/props/1010928_087.jpg
1010928,1.0,1.0,APARTMENT,1963.0,train,1010928_095.jpg,11,data/images/props/1010928_095.jpg
