zpid,lastSoldPrice_hpi_adjusted,log_price,description,bedrooms,bathrooms,livingArea,yearBuilt,latitude,longitude,lotAreaValue,photoCount,taxAssessedValue,propertyTaxRate,homeType,zipcode,latest_tax_value,latest_tax_paid,num_tax_records,num_sales,num_price_changes,last_listing_price,avg_school_rating,max_school_rating,num_nearby_schools,min_school_distance,has_hoa,hoa_fee_monthly,has_pool,has_garage,has_waterfront,tag_price_cut,tag_new_construction,tag_foreclosure,property_age,bath_to_bed_ratio,log_living_area,log_lot_area,zip_3digit,desc_length,desc_word_count,desc_is_boilerplate,desc_mentions_renovated,desc_mentions_pool,desc_mentions_view,desc_mentions_new
1003854,450173.3712327993,13.017390278319454,"This 915 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 7729 SW 100th St #29, Miami, FL 33156.",2.0,2.0,915.0,1981.0,25.678055,-80.32029,,1,306155.0,1.84,CONDO,33156,306155.0,5335.93,23.0,2.0,0.0,,6.666666666666667,7.0,3.0,0.5,1.0,519.0,0,0,0,0,0,0,44.0,1.0,6.82001636467413,,331,128,25,1,0,0,0,0
1015847,220097.62540241587,12.301831022163002,"This 1035 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 2075 NE 164th St APT 812, North Miami Beach, FL 33162.",2.0,2.0,1035.0,1971.0,25.927158,-80.15847,,1,85610.0,1.84,CONDO,33162,85610.0,390.36,17.0,2.0,0.0,,5.333333333333333,6.0,3.0,0.5,1.0,354.0,0,0,0,0,0,0,54.0,1.0,6.943122422819428,,331,145,28,1,0,0,0,0
1016572,364220.9776866951,12.805518789558452,"This 814 square foot single family home has 2 bedrooms and 1.0 bathrooms. This home is located at 6220 NE Miami Pl, Miami, FL 33138.",2.0,1.0,814.0,1960.0,25.833073,-80.19557,7749.0,15,250696.0,1.84,SINGLE_FAMILY,33138,250696.0,6785.47,23.0,3.0,1.0,325000.0,5.0,6.0,3.0,0.6,0.0,0.0,0,0,0,0,0,0,65.0,0.5,6.703188113240863,8.955448122347393,331,132,25,1,0,0,0,0
1004566,571693.1312619814,13.256359391783914,"Nestled in the heart of Cutler Bay this home offers a perfect blend of comfort and convenience. This spacious 4-bedroom, 2-bathroom home boasts tile flooring throughout, updated kitchen and bathrooms, newer A/C, newer roof, and PVC plumbing.  Step through the inviting wood deck/terrace into a serene backyard oasis adorned with mature fruit trees, and landscaping perfect for relaxation and outdoor gatherings. Home has ample space for a boat or RV caters to outdoor enthusiasts. Located near schools, parks, and dining options, this home offers both tranquility and accessibility in a sought-after neighborhood. Schedule a showing today and envision your future in this charming Cutler Bay residence!",4.0,2.0,1407.0,1979.0,25.571886,-80.34868,7500.0,25,146901.0,1.84,SINGLE_FAMILY,33189,146901.0,2716.2,23.0,4.0,3.0,610000.0,5.333333333333333,7.0,3.0,0.1,0.0,0.0,0,0,0,0,0,0,46.0,0.5,7.249925536717988,8.922791623969637,331,702,106,0,1,0,0,0
1001662,354650.71054599853,12.778891489813295,SOLD IN AS IS CONDITION. SHORT SALE. VERY BRIGHT 4/2.5 TOWNHOUSE WITH GARAGE. LAKE FRONT. JUST MINUTES AWAY FROM TURNPIKE. FAMILY ORIENTED NEIGHBORHOO,4.0,2.0,1731.0,2004.0,25.563974,-80.341965,1760.0,8,130140.0,1.84,TOWNHOUSE,33190,130140.0,4454.21,20.0,3.0,4.0,129900.0,4.666666666666667,5.0,3.0,0.7,1.0,248.0,0,1,0,0,0,0,21.0,0.5,7.4570320891223805,7.473637108496206,331,150,23,0,0,0,0,0
1012423,265073.7208199399,12.487767030581862,"For rent is a two bedroom/one bath single-family home on N B Street in Lake Worth, FL. The location itself is a short distance from Lake Worth Beach, shopping on Lake Ave., public schools, and many more. It is pet friendly, and contains a large yard area. Call/text/email today to set up an appointment.

Tenant responsible for electric, cable, and water.",2.0,1.0,1376.0,1952.0,26.62573,-80.06411,6751.0,16,197056.0,1.74,SINGLE_FAMILY,33460,197056.0,5333.0,26.0,2.0,0.0,1250.0,3.333333333333333,4.0,3.0,0.3,0.0,0.0,0,0,0,0,0,0,73.0,0.5,7.227662498728655,8.817594036275793,334,355,61,0,0,0,0,0
1004180,1047751.313346763,13.862157773703528,"Renovated mid-century home with 2 bedrooms plus den in tree-filled El Portal. Step inside the open-concept living and dining area with white oak floors and a working fireplace. Notable features include impact windows and doors, a refinished kitchen with custom pine cabinetry and gas stove, new AC, and an attached garage. Entertain family and friends in your fully fenced backyard under a mature tree canopy. The spacious, covered deck is perfect for evening BBQs.  Walk to the Citadel food hall and the Miami Shores business district, or take a short drive to the Design District, Wynwood, and Miami Beach. Not in a flood zone.",2.0,2.0,1452.0,1943.0,25.856136,-80.19402,8640.0,4,806238.0,1.84,SINGLE_FAMILY,33138,806238.0,18262.24,23.0,3.0,0.0,975000.0,5.333333333333333,7.0,3.0,0.5,0.0,0.0,0,1,0,0,0,0,82.0,1.0,7.281385663570282,9.0642735958414,331,629,104,0,1,0,0,1
1000532,573912.1357111788,13.260233332336307,"This 1990 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 8930 SW 187th St, Cutler Bay, FL 33157.",3.0,2.0,1990.0,1958.0,25.593004,-80.33698,8232.0,1,146312.0,1.84,SINGLE_FAMILY,33157,146312.0,2673.41,19.0,1.0,0.0,,5.666666666666667,8.0,3.0,0.2,0.0,0.0,0,0,0,0,0,0,67.0,0.6666666666666666,7.596392304064196,9.015905747298426,331,138,26,1,0,0,0,0
1004040,508489.1699179335,13.13920116275574,"This is a short sale bank wants offers, Papers are already in process.Short sale subject to existing seller's Lender approvalBrokered And Advertised By: Bridge Investment & Realty IncListing Agent: Leopold Evariste",3.0,2.0,1982.0,1960.0,25.920906,-80.17391,78.0,1,282107.0,1.84,SINGLE_FAMILY,33162,282107.0,7617.12,23.0,1.0,0.0,120000.0,5.333333333333333,6.0,3.0,0.6,0.0,0.0,0,0,0,0,0,0,65.0,0.6666666666666666,7.592366128519796,4.3694478524670215,331,214,31,0,0,0,0,0
1009507,380878.4813634474,12.850238282187805,Single family home Home with nice yard. 4 bedrooms 2 bathrooms close to US1 and turnpike. Please call or text for information. For more properties like this visit Affordable Housing.,4.0,2.0,,2009.0,25.606531,-80.35806,,3,302057.0,1.84,SINGLE_FAMILY,33157,302057.0,6291.37,15.0,2.0,3.0,3200.0,7.0,8.0,3.0,1.5,0.0,0.0,0,0,0,0,0,0,16.0,0.5,,,331,182,30,0,0,0,0,0
1002658,375000.0,12.83468397161566,"425 Avenida Hermosa, West Palm Beach, FL 33405 is a multi family home that contains 750 sq ft and was built in 1951. It contains 1 bedroom and 1 bathroom. This home last sold for $375,000 in April 2025. 
 
The Zestimate for this house is $371,400. The Rent Zestimate for this home is $1,802/mo. ",1.0,1.0,750.0,1951.0,26.682852,-80.05561,50.0,1,163933.0,1.74,MULTI_FAMILY,33405,163933.0,5136.0,23.0,5.0,2.0,725.0,4.666666666666667,5.0,3.0,0.5,0.0,0.0,0,0,0,0,0,0,74.0,1.0,6.621405651764134,3.9318256327243257,334,295,54,0,0,0,0,0
1012675,969309.4328533646,13.784340203709029,"This 1892 square foot single family home has 3 bedrooms and 2.5 bathrooms. This home is located at 269 Pelican Way, Delray Beach, FL 33483.",3.0,2.5,1892.0,1988.0,26.422365,-80.07,5140.0,1,371887.0,1.74,SINGLE_FAMILY,33483,371887.0,6296.0,26.0,2.0,0.0,,7.0,8.0,3.0,1.7,0.0,0.0,0,0,0,0,0,0,37.0,0.8333333333333334,7.545918151209323,8.545002892055505,334,139,25,1,0,0,0,0
1008450,929099.3551965612,13.741972036931086,"WELL KEPT, SPACIOUS AND BRIGHT 4/2! FOYER ENTRANCE LEADS YOU TO OPEN FORMAL LIVING AND DINING ROOM. DEN OR OFFICE, LG FAMILY ROOM ADJACENT TO WHITE KITCHEN AND BREAKFAST AREA VAULTED CEILINGS IN LIVING & DINING TILED THRU OUT. CENTRAL LOCATION CLOSE TO DOWNTOWN MIAMI, MINUTES TO COCONUT GROVE AND CORAL GABLES. GREAT FAMILY HOME. ESTATE SALE. Brokered And Advertised By: Prudential Florida Realty Listing Agent: Ana Maria Alexander",4.0,2.0,2597.0,1937.0,25.75851,-80.21852,6011.0,1,409137.0,1.84,SINGLE_FAMILY,33145,409137.0,7739.72,23.0,1.0,0.0,350000.0,6.333333333333333,8.0,3.0,0.3,0.0,0.0,0,0,0,0,0,0,88.0,0.5,7.862497197230545,8.701512750872865,331,432,69,0,0,0,0,0
1006979,374340.9756938459,12.83292503212482,"This 1351 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 811 Minnesota St, Lantana, FL 33462.",2.0,2.0,1351.0,1955.0,26.58616,-80.058784,9191.0,1,230689.0,1.74,SINGLE_FAMILY,33462,230689.0,4282.0,26.0,1.0,0.0,,3.333333333333333,4.0,3.0,0.2,0.0,0.0,0,0,0,0,0,0,70.0,1.0,7.20934025660291,9.126088819528592,334,135,24,1,0,0,0,0
1016717,1234755.0802139037,14.026384002637682,"This 1889 square foot condo home has 3 bedrooms and 2.0 bathrooms. This home is located at 600 Grapetree Dr APT 10DS, Key Biscayne, FL 33149.",3.0,2.0,1889.0,1974.0,25.684694,-80.15662,1890.0,24,1034377.0,1.84,CONDO,33149,1034377.0,15657.65,23.0,3.0,10.0,850000.0,6.0,8.0,3.0,0.8,1.0,1835.0,0,0,0,0,0,0,51.0,0.6666666666666666,7.544332108053688,7.544861068658458,331,141,26,1,0,0,0,0
1016875,607060.9737523481,13.31638616326874,"This 1934 square foot single family home has 2 bedrooms and 2.0 bathrooms. This home is located at 1110 NE 104th St, Miami Shores, FL 33138.",2.0,2.0,1934.0,1951.0,25.870607,-80.174576,8232.0,1,206270.0,1.84,SINGLE_FAMILY,33138,206270.0,4791.09,23.0,2.0,0.0,,5.333333333333333,7.0,3.0,0.8,0.0,0.0,0,0,0,0,0,0,74.0,1.0,7.567862605463882,9.015905747298426,331,140,26,1,0,0,0,0
1010928,1128512.010947924,13.936411404591007,"Location location location ! Very near beach, restaurant ,La-fitness , Publix .
Only for single people

Tenant only pay internet and cables",1.0,1.0,480.0,1963.0,26.31294,-80.08398,7500.0,26,459670.0,1.98,APARTMENT,33441,459670.0,11949.1,25.0,4.0,2.0,1500.0,3.333333333333333,4.0,3.0,0.8,0.0,0.0,0,0,0,0,0,0,62.0,1.0,6.175867270105761,8.922791623969637,334,139,22,0,0,0,0,0
1010002,506093.50280944846,13.134478695276846,"This 2343 square foot townhome home has 4 bedrooms and 4.0 bathrooms. This home is located at 22513 SW 102nd Ave, Miami, FL 33190.",4.0,4.0,2343.0,2015.0,25.557741,-80.35552,2360.0,1,385220.0,1.84,TOWNHOUSE,33190,385220.0,6575.57,11.0,2.0,0.0,445000.0,3.6666666666666665,5.0,3.0,1.1,1.0,150.0,0,0,0,0,0,0,10.0,1.0,7.759614150696903,7.766840537085513,331,130,24,1,0,0,0,0
1003930,1068956.284306826,13.882194230655802,"This 2264 square foot single family home has 3 bedrooms and 2.0 bathrooms. This home is located at 14300 SW 78th Ave, Palmetto Bay, FL 33158.",3.0,2.0,2264.0,1964.0,25.637772,-80.319855,0.3439853076216712,1,317657.0,1.84,SINGLE_FAMILY,33158,317657.0,5581.27,23.0,2.0,0.0,,6.666666666666667,7.0,3.0,0.4,0.0,0.0,0,0,0,0,0,0,61.0,0.6666666666666666,7.725330037917135,0.2956393102120912,331,141,26,1,0,0,0,0
1009881,229022.0229974664,12.3415778145897,"2/2 condo on 2nd floor.  Washer and dryer in unit. Impact windows. All ages building. No rental restrictions. Best kept secret in downtown Lake Worth Beach. The moment you take first step through the gate of Towne Garden Villas you'd feel like having entered peaceful garden of monastery. Just 20 private apartments. Steps from Publix, Post Office, shops and restaurants, galleries, banks and close to beach!",2.0,2.0,1072.0,1980.0,26.617271,-80.05309,,18,56223.0,1.74,CONDO,33460,56223.0,816.0,26.0,2.0,0.0,255000.0,3.6666666666666665,5.0,3.0,0.6,1.0,650.0,0,0,0,0,0,0,45.0,1.0,6.9782137426306985,,334,408,66,0,0,0,0,0
1014137,612763.7892233876,13.325736436918575,"This 1310 square foot single family home has 2 bedrooms and 1.0 bathrooms. This home is located at 1730 SW 17th Ct, Miami, FL 33145.",2.0,1.0,1310.0,1939.0,25.756065,-80.22357,8494.0,1,161780.0,1.84,SINGLE_FAMILY,33145,161780.0,2784.37,21.0,1.0,0.0,,6.0,7.0,3.0,0.3,0.0,0.0,0,0,0,0,0,0,86.0,0.5,7.1785454837637,9.047233034106032,331,132,25,1,0,0,0,0
1015460,1207968.75,14.004451615772629,"Welcome to your dream home in the desirable Poinsettia Heights neighborhood! This beautifully designed 3 bedroom, 2.5 bath residence offers 1,962 sq ft of luxurious living space, perfect for both entertaining and everyday comfort. Step into a welcoming foyer that sets the tone for the elegance throughout the home. The chef-worthy kitchen offers Brazilian quartz countertops and sleek black stainless appliances and a large island. The private west facing saltwater pool and spacious patio area is ideal for sunbathing and outdoor gatherings. The yard is fully fenced in and the home provides impact windows and doors and electronic shades throughout. Don't miss your chance to own this elegant property. The location is private while providing shopping, dining and entertainment nearby.",3.0,3.0,1962.0,1954.0,26.15351,-80.12495,7688.34,68,1011370.0,1.98,SINGLE_FAMILY,33305,1011370.0,18643.32,24.0,5.0,9.0,1275000.0,6.0,8.0,3.0,0.6,0.0,0.0,1,0,0,0,0,0,71.0,1.0,7.582229194276461,8.947590233068725,333,788,120,0,0,1,0,0
1003712,399000.0,12.896719202134523,"Nestled in the heart of Palm Beach, this lovely renovated one bedroom apartment defines modern luxury. The open-concept living space seamlessly transitions into a gourmet chef's kitchen, featuring elegant granite countertops and custom cabinetry. Every room offers access to a generous private balcony, where you can enjoy breathtaking views of the Intracoastal Waterway.The master suite is a true retreat, boasting a spacious layout and a private dressing area with a dedicated makeup station. A custom-designed California closet with built-in shelving ensures ample storage and organization. Throughout the home, designer lighting fixtures and sophisticated retractable window treatments provide the perfect finishing touches. This condo is the ultimate blend of contemporary style and comfort, offering an exceptional living experience. Don't miss the chance to make this extraordinary residence your own! The President of Palm Beach offers the ultimate coastal living experience with resort-style amenities, including a heated pool, fitness center, 24-hour security, and deeded beach access. The building offers a clubhouse, beautifully furnished lobbies, and ample guest parking. Located between the Ocean and Intracoastal Waterway, this exclusive property is just steps from the beach and within walking distance to Palm Beach's Par 3 golf course, restaurants, and the Four Seasons Resort. Minutes from fine dining, art galleries, and the airport, this is truly a Palm Beach gem.",1.0,1.0,788.0,1970.0,26.628933,-80.039474,,49,,1.74,CONDO,33480,,,0.0,1.0,5.0,565000.0,5.333333333333333,9.0,3.0,1.9,1.0,1091.0,1,0,1,0,0,0,55.0,1.0,6.670766320845874,,334,1485,215,0,1,1,0,0
1001869,625079.3959301083,13.345635553934134,"This 2869 square foot single family home has 5 bedrooms and 3.0 bathrooms. This home is located at 9471 SW 226th Ter, Cutler Bay, FL 33190.",5.0,3.0,2869.0,2005.0,25.557213,-80.34523,5052.0,63,493373.0,1.84,SINGLE_FAMILY,33190,493373.0,11100.03,18.0,4.0,2.0,4950.0,4.666666666666667,5.0,3.0,1.1,1.0,120.0,0,0,0,0,0,0,20.0,0.6,7.962067308753666,8.527737405291909,331,139,26,1,0,0,0,0
1013663,84878.77606704345,11.348991135054453,"Can't beat this community price !!! 55+co-op complex. 1/1 ceramic tile throughout, fully furnished (or without) and move in ready. low HOA fees. Gated community, Large heated pool, well-kept community, across the street from a lovely park. 3rd floor with enclosed balcony",1.0,1.0,620.0,1963.0,25.918156,-80.1885,,11,79826.0,0.0,CONDO,33162,79826.0,1352.95,23.0,2.0,3.0,79000.0,4.666666666666667,6.0,3.0,0.2,1.0,248.0,1,0,0,0,0,0,62.0,1.0,6.431331081933479,,331,271,42,0,0,1,0,0
1013647,626973.8004726189,13.34866162817361,"This 1424 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 1925 Brickell Ave APT D812, Miami, FL 33129.",2.0,2.0,1424.0,1980.0,25.753004,-80.19748,,1,226620.0,1.84,CONDO,33129,226620.0,3703.32,23.0,1.0,0.0,,5.666666666666667,8.0,3.0,1.2,1.0,1200.0,0,0,0,0,0,0,45.0,1.0,7.261927092702751,,331,135,25,1,0,0,0,0
1016041,883010.4297037964,13.691093423674232,"Wonderful Intracoastal views from high floor corner unit in the Cove. Move right into this tastefully renovated apartment with top of the line appliances and windowed kitchen. Sought after condominium complex with deeded beach path next to Four Seasons Resort, 24 hour doormen, and new fitness and common areas. Maintenance includes a full service contract.",2.0,2.0,1605.0,1975.0,26.619108,-80.03953,,28,407283.0,1.74,CONDO,33480,407283.0,8331.0,26.0,3.0,1.0,379000.0,5.333333333333333,9.0,3.0,2.1,1.0,1192.0,0,0,1,0,0,0,50.0,1.0,7.381501894506707,,334,357,55,0,1,0,0,0
1010809,254954.6843806865,12.448845022295492,"Located in one of the most desirable areas of East Boca Raton!  Highly and tastefully upgraded and spacious 2 bedroom 1 bath ground floor, corner unit.  ENTIRE CONDO UPGRADED! Open floor plan, vinyl hard wood floors, quarts kitchen counter tops, stainless steel appliances, hurricane windows, Also brand new: A/C unit, washer and dryer and tank less water heater! Community has pool.  Just minutes from Mizner Park, Intercoastal and beaches, and located just around the corner from Trader Joes, Fresh Market and Publix.  Royal Palm Apartments is Boca Raton's best kept secret! *May rent after 2 years of ownership.  1 time per year for up to 6 months per year. HOPA Community.  HOA $319/mo.",2.0,1.0,800.0,1968.0,26.338217,-80.08853,,15,144813.0,1.74,CONDO,33432,144813.0,1919.0,26.0,4.0,2.0,169900.0,6.666666666666667,8.0,3.0,0.7,1.0,319.0,1,0,0,0,0,0,57.0,0.5,6.68586094706836,,334,690,113,0,0,1,0,0
1004106,801367.412140575,13.594076060560807,"This 1814 square foot townhome home has 3 bedrooms and 3.0 bathrooms. This home is located at 1421 NW 50th Dr, Boca Raton, FL 33431.",3.0,3.0,1814.0,2012.0,26.393448,-80.114075,1263.0,1,276306.0,1.74,TOWNHOUSE,33431,276306.0,4318.0,14.0,2.0,4.0,440000.0,9.0,10.0,3.0,0.9,1.0,291.0,0,0,0,0,0,0,13.0,1.0,7.503840746698951,7.142036574706803,334,132,25,1,0,0,0,0
1011446,1009322.3099085556,13.824790674084166,"This 1989 square foot single family home has 3 bedrooms and 3.0 bathrooms. This home is located at 90 NE 104th St, Miami Shores, FL 33138.",3.0,3.0,1989.0,1950.0,25.870295,-80.19603,0.2972910927456382,1,514576.0,1.84,SINGLE_FAMILY,33138,514576.0,11840.0,21.0,4.0,3.0,625000.0,5.333333333333333,7.0,3.0,0.6,0.0,0.0,0,0,0,0,0,0,75.0,1.0,7.595889917718538,0.2602783155769922,331,138,26,1,0,0,0,0
1000342,183999.5064470356,12.122693789016877,"This 750 square foot condo home has 1 bedrooms and 1.0 bathrooms. This home is located at 1465 NE 123rd St APT 808, North Miami, FL 33161.",1.0,1.0,750.0,1972.0,25.889912,-80.168785,,1,116861.0,1.84,CONDO,33161,116861.0,2766.99,23.0,8.0,3.0,170000.0,4.666666666666667,6.0,3.0,1.2,1.0,333.0,0,0,0,0,0,0,53.0,1.0,6.621405651764134,,331,138,27,1,0,0,0,0
1006067,519259.7237697909,13.16016139394646,"Charming in town apartment...Live the Delray Lifestyle from this second floor fully renovated condo...Wood floors throughout...Updated kitchen, stainless steel appliances.. Apartment to be repainted prior to new lease...washer dryer is in building but not in unit.. Brokered And Advertised By: Lang Realty/Delray Beach Listing Agent: Allyson S Sullivan",2.0,2.0,1040.0,1971.0,26.460781,-80.065796,,10,279510.0,1.74,CONDO,33483,279510.0,5454.0,26.0,2.0,0.0,1350.0,4.333333333333333,6.0,3.0,1.2,0.0,0.0,0,0,0,0,0,0,54.0,1.0,6.947937068614969,,334,352,48,0,1,0,0,0
1001131,1275216.4948453608,14.058627306219275,"THIS IS THE ONE YOU'VE BEEN WAITING FOR! BEAUTIFULLY LOCATED ON QUIET DEAD-END STREET. SUPER CUTE 3/3 WITH NEWER KITCHEN AND BATHS.FABULOUS NEW POOL THAT WILL KNOCK YOUR SOCKS OFF! FABULOUS HOME FOR ENTERTAINING. WON'T LAST!Brokered And Advertised By: KELLOGG REALTY, INC.Listing Agent: Alice Kellogg",3.0,3.0,1873.0,1950.0,25.864548,-80.18052,8625.0,1,373104.0,1.84,SINGLE_FAMILY,33138,373104.0,8652.47,23.0,2.0,0.0,439000.0,5.333333333333333,7.0,3.0,0.6,0.0,0.0,1,0,0,0,0,0,75.0,1.0,7.535830462798367,9.062536177207788,331,300,45,0,0,1,0,0
1003424,1385735.0697592148,14.141742014739528,"This 1375 square foot condo home has 2 bedrooms and 2.0 bathrooms. This home is located at 2843 S Bayshore Dr APT 17B, Miami, FL 33133.",2.0,2.0,1375.0,1982.0,25.728462,-80.23895,,1,454931.0,1.84,CONDO,33133,454931.0,8277.12,23.0,4.0,2.0,799999.0,6.333333333333333,9.0,3.0,0.3,1.0,1207.0,0,0,0,0,0,0,43.0,1.0,7.226936018493289,,331,135,26,1,0,0,0,0
1009477,651451.5937907335,13.38695990818848,"Beautiful 3/2 Pool Home, Great and spacious, title throughout the entire house. Centrally located in Coral Woods near Zoo Miami, Turnpike, shopping and less than 45 minutes to the Keys. The garage had been converted in a beautiful cozzy Family room. sliting door and window are high inpact. All cash offers should be submitted with proof of funds.",3.0,2.0,1411.0,1980.0,25.622656,-80.37511,7500.0,31,497450.0,1.84,SINGLE_FAMILY,33157,497450.0,8445.76,23.0,5.0,2.0,650000.0,5.0,6.0,3.0,0.7,0.0,0.0,1,1,0,0,0,0,45.0,0.6666666666666666,7.252762418053187,8.922791623969637,331,347,58,0,0,1,0,0
1001318,171292.00166173847,12.051130829197083,"Fantastic unit for sale in Palmetto Bay, 1 bedroom + Den that could be used as office/bedroom. Great location close to US1, public transportation and shopping centers. Easy to rent, Palmetto Bay school district, top floor, corner unit.",1.0,1.0,664.0,1971.0,25.61009,-80.34678,,13,119257.0,1.84,CONDO,33157,119257.0,2276.98,18.0,2.0,1.0,105000.0,8.0,9.0,3.0,0.7,1.0,243.0,0,0,0,0,0,0,54.0,1.0,6.499787040655854,,331,235,38,0,0,0,0,0
